transaction_date,branch_name,region,branch_size,product_category,total_revenue_sar,number_of_transactions,average_basket_sar,payment_method,customer_satisfaction_score
22-06-2025,Al Malaz,Riyadh,Large,Toys,12415.28,108,114.96,Visa,3.0
28-04-2026,Riyadh South,Riyadh,Large,Household,12950.87,133,97.37,Cash,3.6
27-11-2025,Hittin,Riyadh,XLarge,Personal Care,17134.29,150,114.23,Visa,4.4
09-04-2025,Riyadh South,Riyadh,Large,,11400.81,106,107.55,Visa,3.6
09-02-2025,Riyadh North,Riyadh,Large,Electronics,15184.8,103,147.43,Cash,3.5
18-12-2024,Al Wajh,Tabuk,Medium,Household,7049.66,58,121.55,STC Pay,4.3
22-02-2025,Al Khobar,Eastern Province,Large,Fresh Produce,10830.99,127,85.28,Mastercard,3.8
18-01-2025,Tabuk Central,Tabuk,Medium,Meat & Poultry,10970.59,114,96.23,STC Pay,3.4
16-05-2024,Unaizah,Qassim,Small,Meat & Poultry,2937.07,50,58.74,Visa,4.0
10-05-2024,Buraidah Central,Qassim,Medium,Bakery,5655.27,60,94.25,Cash,3.6
10-03-2025,Unaizah,Qassim,Small,Snacks & Confectionery,2950.27,50,59.01,Mada,4.2
12-07-2024,Dammam Central,Eastern Province,Large,Frozen Foods,13746.85,132,104.14,Apple Pay,
03-09-2024,Riyadh North,Riyadh,,Fresh Produce,7977.31,72,110.8,Visa,4.1
07-09-2024,Riyadh South,Riyadh,,Meat & Poultry,20050.18,162,123.77,Mada,3.9
23-10-2024,Al Jawf Central,Al Jawf,Small,Cleaning Supplies,1727.35,50,34.55,Visa,3.5
30-08-2024,Jubail,Eastern Province,Large,Fresh Produce,10507.33,124,84.74,Mada,3.8
03-10-2025,Jeddah East,Makkah,Large,Household,15824.67,129,122.67,Mada,3.9
15-03-2026,Khamis Mushait,Asir,Small,Toys,,50,69.06,Mada,3.8
19-05-2026,Madinah North,Madinah,Large,Snacks & Confectionery,6989.54,73,95.75,Mada,4.3
29-07-2025,Riyadh South,Riyadh,Large,Meat & Poultry,10150.62,,109.15,Mada,3.8
05-04-2025,Al Malaz,Riyadh,,Fresh Produce,20682.86,250,82.73,Mada,4.2
21-01-2025,Dammam Central,Eastern Province,Large,Personal Care,10382.36,125,83.06,Mada,3.8
05-05-2025,Al Rawdah,Makkah,Large,Cleaning Supplies,6355.42,75,84.74,STC Pay,3.2
13-07-2024,Al Rawdah,Makkah,Large,Fresh Produce,16681.3,222,75.14,Mada,3.8
10-02-2025,Al Rawdah,Makkah,Large,Household,11185.88,124,90.21,Mada,4.3
26-10-2025,Unaizah,Qassim,Small,Dairy,2653.26,50,53.07,Mada,4.5
18-02-2026,Najran Central,Najran,Medium,Cleaning Supplies,4593.89,55,83.53,Mada,4.5
29-01-2026,Madinah Central,Madinah,Small,Dairy,1598.52,50,31.97,Visa,
23-08-2024,Qatif,Eastern Province,XLarge,Snacks & Confectionery,,209,82.2,Mastercard,4.1
20-09-2024,Qatif,Eastern Province,XLarge,Beverages,22870.54,293,78.06,Mastercard,3.4
22-06-2024,Hafuf,Eastern Province,Medium,Household,6028.66,52,115.94,STC Pay,4.0
20-06-2025,Riyadh South,Riyadh,Large,Snacks & Confectionery,7610.32,109,69.82,Mastercard,3.8
10-03-2024,Madinah Central,Madinah,Small,Electronics,5182.19,50,103.64,Mada,3.2
06-11-2025,Najran Central,Najran,Medium,Electronics,8300.33,65,127.7,Cash,3.5
18-01-2024,Al Khobar,Eastern Province,Large,Toys,10264.97,105,97.76,STC Pay,3.7
19-04-2024,Jeddah East,Makkah,Large,Household,20204.32,181,111.63,Visa,3.8
21-03-2024,Bisha,Asir,Medium,Meat & Poultry,,85,107.27,Tamara,4.2
03-11-2024,Madinah Central,Madinah,Small,Snacks & Confectionery,3386.18,50,67.72,Apple Pay,3.6
21-01-2025,Khamis Mushait,Asir,Small,Electronics,3054.59,50,61.09,Mada,3.4
15-05-2026,Al Bahah Central,Al Bahah,Small,Frozen Foods,2534.64,,50.69,Apple Pay,4.0
23-08-2024,Riyadh East,Riyadh,Large,Snacks & Confectionery,9053.99,127,71.29,Mada,4.1
17-03-2024,Riyadh East,Riyadh,Large,Dairy,20008.32,254,78.77,Mastercard,4.1
31-07-2024,Riyadh North,Riyadh,Large,Frozen Foods,9120.25,112,81.43,Mada,4.5
02-11-2024,Riyadh West,Riyadh,Large,Bakery,10906.27,164,66.5,Mada,4.1
20-03-2026,Makkah City,Makkah,Large,Frozen Foods,16037.54,182,88.12,Tabby,3.6
10-04-2024,Riyadh South,Riyadh,Large,Snacks & Confectionery,10232.8,116,88.21,Apple Pay,4.2
31-01-2024,Jubail,Eastern Province,Large,Frozen Foods,9644.98,,90.14,Mada,3.7
18-03-2025,Khamis Mushait,Asir,Small,Personal Care,2892.35,50,57.85,Apple Pay,3.5
25-03-2024,Riyadh West,Riyadh,Large,Meat & Poultry,14903.71,150,99.36,Mada,
20-11-2024,Khamis Mushait,Asir,Small,Fresh Produce,2253.36,50,45.07,Mada,3.6
10-07-2024,Al Malaz,Riyadh,Large,Household,9534.79,95,100.37,Cash,3.6
28-12-2024,Al Malaz,Riyadh,Large,Personal Care,18150.17,212,85.61,,4.2
12-01-2026,Al Malaz,Riyadh,Large,Cleaning Supplies,9153.16,139,65.85,Visa,3.8
02-12-2025,Jeddah South,Makkah,Large,Fresh Produce,10194.61,104,98.03,Mada,4.2
02-11-2024,Tabuk Central,Tabuk,Medium,Electronics,11772.12,,145.33,Mada,4.0
31-08-2025,Al Bahah Central,Al Bahah,Small,Beverages,2931.68,50,58.63,Cash,3.0
03-04-2026,Khamis Mushait,Asir,Small,Beverages,,50,76.59,Apple Pay,4.1
03-11-2024,Makkah City,Makkah,Large,Baby Products,15603.47,130,120.03,Mada,4.8
22-01-2026,Al Khobar,Eastern Province,Large,Beverages,10133.19,122,83.06,Mada,3.6
14-10-2024,Khamis Mushait,Asir,Small,Meat & Poultry,3139.17,50,62.78,Visa,3.2
14-01-2026,Riyadh North,Riyadh,Large,Toys,9513.13,97,98.07,Mada,3.5
18-04-2026,Riyadh West,Riyadh,Large,Snacks & Confectionery,18849.96,245,76.94,,3.7
02-01-2026,Jeddah North,Makkah,XLarge,Meat & Poultry,23619.68,210,112.47,Visa,4.3
01-07-2025,Bisha,Asir,Medium,Cleaning Supplies,3897.43,53,73.54,Visa,3.9
31-08-2025,Unaizah,Qassim,Small,Fresh Produce,3137.85,50,62.76,Mastercard,3.2
19-06-2024,Hafuf,Eastern Province,Medium,Electronics,6986.76,64,109.17,Mastercard,3.3
18-04-2024,Al Wajh,Tabuk,Medium,Bakery,3877.26,51,76.02,Visa,
01-04-2025,Madinah Central,Madinah,Small,Beverages,2287.72,50,45.75,Mastercard,4.4
17-04-2024,Najran Central,Najran,Medium,Cleaning Supplies,4612.08,50,92.24,Apple Pay,4.9
22-12-2024,Jeddah North,Makkah,XLarge,Beverages,22520.13,233,,Mada,3.6
22-11-2024,Hail Central,Hail,Small,,3451.02,50,69.02,Cash,
25-10-2025,Qatif,Eastern Province,XLarge,Snacks & Confectionery,18833.54,269,70.01,Mastercard,3.5
27-07-2025,Qatif,Eastern Province,XLarge,Beverages,19247.04,253,76.08,Visa,3.9
17-10-2025,Jeddah East,Makkah,Large,Meat & Poultry,17224.38,171,100.73,STC Pay,3.4
22-12-2025,Riyadh Central,Riyadh,Large,Dairy,7920.31,107,74.02,Apple Pay,3.9
29-03-2026,Al Olaya,Riyadh,Large,Fresh Produce,16945.27,175,96.83,Mada,3.7
16-10-2025,Buraidah Central,Qassim,Medium,Meat & Poultry,6072.44,52,116.78,,4.6
15-05-2026,Hafuf,Eastern Province,,Fresh Produce,5910.26,70,84.43,,4.3
16-11-2024,Makkah City,Makkah,Large,Dairy,11293.46,123,91.82,Mastercard,3.5
01-02-2025,Al Jawf Central,Al Jawf,Small,Fresh Produce,2857.77,,57.16,Mada,3.2
22-07-2025,Jeddah East,Makkah,Large,Dairy,6360.68,69,92.18,Apple Pay,3.3
02-01-2025,Riyadh South,Riyadh,,Beverages,11397.68,117,97.42,Mada,3.3
02-12-2025,Tabuk Central,Tabuk,Medium,Toys,5886.36,60,98.11,Mada,
25-03-2026,Riyadh North,Riyadh,Large,Dairy,10306.89,117,88.09,Visa,4.0
16-07-2025,Al Bahah Central,Al Bahah,Small,Personal Care,2162.51,50,43.25,Visa,4.0
09-07-2025,Abha Central,Asir,Small,,3451.47,50,69.03,Visa,3.8
31-10-2024,Madinah North,Madinah,Large,Electronics,18625.69,129,144.39,Apple Pay,3.8
25-03-2025,Al Malaz,Riyadh,Large,Fresh Produce,17245.98,215,80.21,Mada,3.8
18-06-2024,Al Wajh,Tabuk,Medium,Frozen Foods,4553.45,58,78.51,Apple Pay,3.2
29-06-2025,Hafuf,Eastern Province,Medium,Household,6106.03,56,109.04,Mastercard,3.7
26-11-2025,Al Jawf Central,Al Jawf,Small,Fresh Produce,2847.28,50,56.95,Mada,3.9
10-10-2024,Riyadh South,Riyadh,,Fresh Produce,12849.99,163,,Mada,3.6
16-05-2025,Bisha,Asir,Medium,Clothing,6243.14,57,,Mada,3.1
10-10-2025,Riyadh West,Riyadh,Large,Frozen Foods,14715.6,160,91.97,Mastercard,3.5
14-05-2025,Arar Central,Northern Borders,Small,,2756.55,,55.13,Mastercard,2.8
12-10-2025,Arar Central,Northern Borders,Small,Meat & Poultry,4293.82,50,85.88,Visa,3.7
21-05-2025,Al Rawdah,Makkah,Large,Snacks & Confectionery,7342.7,,88.47,Visa,4.2
18-03-2026,Al Bahah Central,Al Bahah,Small,Toys,2248.1,50,44.96,Cash,3.7
28-05-2026,Hittin,Riyadh,,Beverages,12840.0,180,71.33,Mada,3.6
27-10-2025,Makkah City,Makkah,Large,Cleaning Supplies,7439.73,109,68.25,Cash,3.7
23-02-2024,Jeddah South,Makkah,Large,Dairy,9350.76,126,74.21,Mada,3.9
21-12-2025,Al Malaz,Riyadh,Large,Bakery,10092.07,111,90.92,Visa,
13-12-2025,Riyadh Central,Riyadh,,Fresh Produce,15306.32,194,78.9,Mastercard,3.7
13-03-2024,Najran Central,Najran,Medium,Fresh Produce,6481.24,80,81.02,Cash,3.6
03-03-2026,Khamis Mushait,Asir,Small,Cleaning Supplies,2301.22,50,46.02,Mastercard,3.8
27-06-2025,Riyadh West,Riyadh,Large,Personal Care,12157.35,110,110.52,,4.0
22-09-2025,Tabuk Central,Tabuk,Medium,Snacks & Confectionery,4715.67,50,94.31,Cash,4.4
26-08-2025,Hittin,Riyadh,XLarge,Meat & Poultry,21178.48,187,113.25,Apple Pay,4.0
20-07-2025,Madinah North,Madinah,Large,Frozen Foods,12757.69,132,96.65,STC Pay,4.4
18-05-2026,Riyadh North,Riyadh,Large,Cleaning Supplies,8934.65,101,88.46,Visa,3.9
13-03-2026,Riyadh South,Riyadh,Large,Baby Products,18398.9,174,105.74,,4.2
15-10-2025,Al Bahah Central,Al Bahah,Small,Household,2713.19,50,54.26,Tamara,3.8
09-01-2025,Tabuk Central,Tabuk,Medium,Fresh Produce,5119.59,56,91.42,Tamara,3.7
18-01-2024,Riyadh West,Riyadh,Large,Electronics,14687.82,100,146.88,STC Pay,4.2
05-10-2025,Al Khobar,Eastern Province,Large,Frozen Foods,15387.72,169,91.05,Mada,3.7
04-07-2025,Unaizah,Qassim,Small,Dairy,2457.55,50,49.15,,3.8
30-11-2024,Unaizah,Qassim,Small,Clothing,4394.17,50,87.88,Mastercard,4.3
13-11-2024,Riyadh West,Riyadh,Large,Frozen Foods,11528.74,149,77.37,Cash,4.2
18-09-2025,Arar Central,Northern Borders,Small,,2198.65,50,43.97,Mastercard,3.8
13-01-2024,Hittin,Riyadh,XLarge,Toys,27763.0,252,110.17,Tabby,3.3
19-06-2024,Al Anbariyah,Madinah,Large,Frozen Foods,7937.86,103,77.07,Mastercard,3.7
28-02-2026,Hittin,Riyadh,XLarge,Meat & Poultry,33277.34,293,113.57,Visa,3.9
23-05-2025,Riyadh West,Riyadh,Large,Meat & Poultry,14025.45,127,110.44,Visa,4.9
10-06-2024,Abha Central,Asir,Small,Fresh Produce,,50,32.69,Mastercard,3.7
29-05-2026,Riyadh East,Riyadh,Large,Bakery,11706.51,154,76.02,Mada,4.3
02-07-2024,Jeddah North,Makkah,XLarge,Snacks & Confectionery,16757.96,208,80.57,STC Pay,4.0
11-09-2024,Jubail,Eastern Province,Large,Frozen Foods,9045.42,93,97.26,Cash,3.4
02-05-2024,Abha Central,Asir,Small,Cleaning Supplies,1926.24,50,38.52,Apple Pay,4.6
21-04-2025,Riyadh West,Riyadh,Large,Frozen Foods,12842.0,134,95.84,Cash,3.7
09-01-2024,Arar Central,Northern Borders,Small,Dairy,1699.48,,33.99,Mastercard,3.6
02-03-2026,Al Bahah Central,Al Bahah,Small,Frozen Foods,2464.56,50,49.29,Apple Pay,4.0
07-01-2024,Jeddah North,Makkah,XLarge,Electronics,38989.53,304,128.26,Visa,4.0
02-01-2024,Qatif,Eastern Province,XLarge,Meat & Poultry,21471.02,,100.8,Mada,3.9
26-06-2025,Al Rawdah,Makkah,Large,Meat & Poultry,14162.36,152,93.17,Tabby,4.0
25-08-2024,Riyadh East,Riyadh,Large,Household,17227.77,186,92.62,Mada,
17-08-2025,Al Malaz,Riyadh,Large,Fresh Produce,10007.01,125,80.06,Cash,3.4
30-08-2024,Makkah City,Makkah,Large,Snacks & Confectionery,9515.35,135,70.48,Mada,3.6
21-11-2024,Jubail,Eastern Province,Large,Bakery,9134.76,143,63.88,Cash,3.8
17-06-2024,Al Olaya,Riyadh,Large,Dairy,7120.45,75,94.94,Mada,3.6
07-04-2025,Al Rawdah,Makkah,Large,Dairy,8754.3,,95.16,Mada,3.5
08-08-2024,Riyadh East,Riyadh,Large,Dairy,10190.2,106,96.13,Mada,3.1
09-02-2025,Hafuf,Eastern Province,Medium,Clothing,8014.03,63,127.21,Tamara,4.2
23-07-2025,Hail Central,Hail,Small,Bakery,1923.35,50,,Apple Pay,3.7
04-05-2024,Makkah City,Makkah,Large,Snacks & Confectionery,,135,68.76,Cash,4.0
19-08-2025,Al Malaz,Riyadh,,Cleaning Supplies,8158.13,86,94.86,Tamara,3.5
23-10-2025,Al Aziziyah,Makkah,Large,Fresh Produce,10409.73,134,77.68,Apple Pay,3.7
21-02-2024,Arar Central,Northern Borders,Small,Personal Care,1728.59,50,34.57,Mada,3.7
26-01-2025,Riyadh North,Riyadh,Large,Fresh Produce,14036.91,138,101.72,Mada,3.6
20-09-2025,Riyadh East,Riyadh,Large,Bakery,12882.09,157,82.05,Mada,4.6
03-03-2024,Najran Central,Najran,Medium,Meat & Poultry,6914.81,60,115.25,Visa,3.9
24-03-2026,Unaizah,Qassim,Small,Meat & Poultry,2061.91,50,41.24,Mada,3.3
18-12-2024,Al Bahah Central,Al Bahah,Small,Household,3455.44,50,69.11,Mada,3.5
29-02-2024,Dammam Central,Eastern Province,Large,Beverages,10130.07,112,90.45,Visa,4.1
12-06-2024,Madinah Central,Madinah,Small,Clothing,1999.8,50,40.0,Apple Pay,3.7
12-08-2025,Madinah Central,Madinah,Small,Snacks & Confectionery,2222.14,50,44.44,Apple Pay,3.5
29-06-2024,Jeddah East,Makkah,Large,Dairy,9980.37,136,73.39,,3.3
04-08-2025,Hafuf,Eastern Province,Medium,Household,5135.62,50,102.71,Tamara,3.5
09-07-2025,Al Bahah Central,Al Bahah,Small,Beverages,1726.62,50,34.53,Mada,3.7
05-12-2024,Riyadh Central,Riyadh,Large,Bakery,11995.51,,88.2,Mastercard,4.3
01-03-2024,Jubail,Eastern Province,Large,Personal Care,10198.64,125,81.59,Apple Pay,4.3
17-01-2025,Riyadh West,Riyadh,Large,,16673.08,149,111.9,Mada,3.1
19-05-2024,Jubail,Eastern Province,Large,Frozen Foods,15687.3,173,90.68,Visa,3.5
16-08-2024,Hafuf,Eastern Province,Medium,Snacks & Confectionery,5998.84,69,86.94,Mastercard,3.8
10-05-2024,Al Khobar,Eastern Province,Large,Electronics,14046.69,116,121.09,Visa,4.2
05-07-2024,Riyadh East,Riyadh,Large,Cleaning Supplies,10410.67,,65.89,Mada,3.2
23-05-2025,Al Olaya,Riyadh,Large,Frozen Foods,9279.88,94,98.72,Tamara,4.2
21-04-2026,Al Malaz,Riyadh,Large,Clothing,16150.55,162,,Mada,4.5
02-08-2024,Al Anbariyah,Madinah,Large,Electronics,14701.32,102,144.13,Cash,4.2
19-06-2024,Tabuk Central,Tabuk,Medium,Beverages,5108.0,57,89.61,Visa,3.8
28-04-2026,Al Olaya,Riyadh,Large,Snacks & Confectionery,10241.0,132,77.58,Mastercard,3.9
28-10-2024,Riyadh East,Riyadh,Large,Dairy,6339.49,66,96.05,Mada,
13-06-2024,Khamis Mushait,Asir,Small,Household,2627.91,50,52.56,Cash,3.1
22-12-2025,Najran Central,Najran,Medium,Baby Products,4723.66,50,94.47,STC Pay,3.5
24-02-2024,Jeddah South,Makkah,Large,Bakery,8565.51,100,85.66,Mastercard,3.7
07-11-2025,Al Anbariyah,Madinah,Large,Bakery,10015.42,109,,Visa,3.2
06-06-2024,Al Bahah Central,Al Bahah,Small,Electronics,2311.85,50,46.24,Apple Pay,3.3
27-01-2024,Al Olaya,Riyadh,Large,Clothing,14863.71,153,97.15,Mada,3.5
11-11-2024,Hittin,Riyadh,XLarge,Beverages,18782.84,255,73.66,Mada,3.8
25-01-2025,Abha Central,Asir,Small,Beverages,2770.87,50,55.42,Mada,3.3
07-05-2026,Madinah Central,Madinah,Small,Electronics,2808.63,50,56.17,Mastercard,3.9
27-02-2025,Unaizah,Qassim,Small,Personal Care,2780.9,50,55.62,Apple Pay,3.8
04-03-2025,Buraidah Central,Qassim,Medium,Toys,,120,81.53,Visa,3.8
24-05-2026,Bisha,Asir,Medium,Household,8142.94,94,86.63,Apple Pay,4.1
03-05-2024,Jeddah North,Makkah,XLarge,Beverages,23625.89,327,72.25,Mada,4.1
09-03-2025,Riyadh East,Riyadh,Large,Toys,16728.89,155,107.93,Apple Pay,4.1
04-05-2026,Jeddah North,Makkah,XLarge,Dairy,13918.41,189,73.64,Apple Pay,4.4
27-05-2026,Jubail,Eastern Province,Large,Beverages,7647.07,103,74.24,Apple Pay,4.1
11-03-2026,Buraidah Central,Qassim,Medium,Meat & Poultry,6117.1,50,122.34,Visa,3.8
30-07-2025,Al Olaya,Riyadh,Large,Frozen Foods,10020.31,130,77.08,STC Pay,2.9
27-09-2024,Tabuk Central,Tabuk,Medium,Beverages,5634.35,69,81.66,Cash,3.8
09-02-2024,Bisha,Asir,Medium,Cleaning Supplies,4687.28,64,73.24,Cash,4.0
02-10-2024,Najran Central,Najran,Medium,Electronics,9164.86,79,116.01,Mada,3.7
21-08-2024,Al Olaya,Riyadh,Large,Baby Products,8629.45,80,107.87,Apple Pay,4.3
16-01-2026,Dammam Central,Eastern Province,Large,Clothing,14353.19,109,131.68,Mada,4.1
17-01-2025,Buraidah Central,Qassim,Medium,Household,7876.22,68,115.83,Mada,3.2
17-02-2025,Al Jawf Central,Al Jawf,Small,Snacks & Confectionery,1379.4,50,27.59,Cash,3.9
12-09-2024,Riyadh South,Riyadh,Large,Electronics,11068.32,80,138.35,,4.5
23-04-2026,Abha Central,Asir,Small,Meat & Poultry,3361.79,50,67.24,Mastercard,3.6
30-06-2024,Hail Central,Hail,Small,Beverages,3259.63,50,65.19,Mada,4.1
05-02-2026,Al Anbariyah,Madinah,Large,Fresh Produce,10835.65,97,111.71,Cash,4.2
27-05-2026,Al Rawdah,Makkah,Large,Bakery,6521.73,76,85.81,,3.2
21-01-2024,Al Jawf Central,Al Jawf,Small,Baby Products,4074.94,50,81.5,Mada,3.8
17-08-2024,Riyadh Central,Riyadh,Large,Snacks & Confectionery,10905.09,122,89.39,Tabby,4.0
09-03-2025,Dammam Central,Eastern Province,Large,Snacks & Confectionery,22621.94,271,83.48,Mada,3.6
21-08-2025,Bisha,Asir,Medium,Household,4365.96,50,87.32,Apple Pay,4.3
28-07-2025,Abha Central,Asir,Small,Personal Care,2191.14,50,43.82,Cash,4.7
10-10-2024,Jubail,Eastern Province,Large,Toys,9879.65,,82.33,Mada,4.3
13-06-2025,Jeddah North,Makkah,XLarge,Cleaning Supplies,18907.14,272,69.51,Apple Pay,3.5
08-01-2026,Makkah City,Makkah,Large,Beverages,6837.64,73,93.67,STC Pay,3.5
01-02-2025,Bisha,Asir,Medium,Personal Care,8000.36,100,80.0,Apple Pay,3.5
15-10-2025,Unaizah,Qassim,Small,Cleaning Supplies,2322.74,50,46.45,Visa,4.1
10-05-2026,Jeddah South,Makkah,Large,Household,15401.51,141,109.23,Mada,3.8
27-11-2025,Jeddah East,Makkah,Large,Clothing,17452.27,134,130.24,Mada,3.2
06-03-2025,Dhahran,Eastern Province,XLarge,Meat & Poultry,37657.67,309,121.87,Mada,4.3
28-04-2025,Riyadh West,Riyadh,Large,Household,14746.29,169,87.26,Mada,3.4
27-02-2025,Dhahran,Eastern Province,XLarge,,10933.43,113,96.76,Mada,3.6
26-05-2024,Arar Central,Northern Borders,Small,,2779.73,50,55.59,Mada,3.9
16-11-2024,Jeddah East,Makkah,Large,Electronics,24751.65,173,143.07,Apple Pay,4.1
15-03-2026,Al Bahah Central,Al Bahah,Small,Fresh Produce,3685.38,50,73.71,Visa,4.2
15-03-2025,Bisha,Asir,Medium,Meat & Poultry,17376.43,128,135.75,Mada,3.8
14-02-2026,Jubail,Eastern Province,Large,Fresh Produce,15414.58,183,84.23,Visa,3.8
19-08-2024,Madinah North,Madinah,Large,Meat & Poultry,11725.0,90,130.28,Mada,3.6
01-11-2024,Riyadh East,Riyadh,Large,Beverages,15952.38,,,Visa,3.7
04-12-2025,Al Wajh,Tabuk,Medium,Meat & Poultry,9355.69,98,95.47,Mada,4.2
20-01-2024,Bisha,Asir,Medium,Frozen Foods,5929.42,57,104.02,Mastercard,4.7
22-06-2024,Al Jawf Central,Al Jawf,Small,Toys,2517.0,50,50.34,Mada,3.2
31-08-2025,Riyadh South,Riyadh,Large,Clothing,20665.36,190,108.77,Cash,3.3
02-03-2025,Hittin,Riyadh,XLarge,Fresh Produce,34063.49,341,99.89,Mastercard,4.2
04-11-2024,Riyadh Central,Riyadh,Large,Fresh Produce,9635.67,107,90.05,Visa,4.4
04-03-2025,Makkah City,Makkah,Large,Fresh Produce,16977.97,205,82.82,Cash,3.9
15-09-2025,Al Aziziyah,Makkah,Large,Dairy,6821.57,86,79.32,Mada,3.9
29-10-2024,Tabuk Central,Tabuk,Medium,Household,4647.01,54,86.06,Mastercard,3.5
18-11-2025,Riyadh Central,Riyadh,Large,Fresh Produce,8120.54,92,88.27,Mada,3.8
09-03-2026,Al Malaz,Riyadh,Large,Frozen Foods,9451.07,90,105.01,Mada,3.9
27-09-2024,Al Khobar,Eastern Province,Large,Fresh Produce,12139.63,117,103.76,Cash,5.0
03-01-2025,Al Khobar,Eastern Province,Large,Dairy,12142.98,166,73.15,Cash,3.8
10-11-2025,Makkah City,Makkah,Large,Dairy,9651.34,139,69.43,Tabby,3.7
20-01-2026,Dammam Central,Eastern Province,Large,Snacks & Confectionery,6407.17,68,94.22,Mada,4.1
07-12-2025,Khamis Mushait,Asir,Small,Snacks & Confectionery,3828.17,50,76.56,Apple Pay,3.5
15-05-2024,Hittin,Riyadh,XLarge,Electronics,25184.22,228,110.46,Mada,3.5
04-07-2024,Hail Central,Hail,Small,Frozen Foods,2227.84,50,44.56,Apple Pay,3.9
09-05-2025,Makkah City,Makkah,,Fresh Produce,14410.4,154,93.57,Cash,3.8
24-02-2026,Buraidah Central,Qassim,Medium,Frozen Foods,4846.63,50,96.93,Tabby,4.1
15-06-2025,Qatif,Eastern Province,XLarge,Toys,22180.98,195,113.75,Mastercard,4.0
01-06-2024,Khamis Mushait,Asir,Small,Household,3925.16,,78.5,Cash,4.0
01-06-2025,Jeddah South,Makkah,Large,Snacks & Confectionery,13096.51,183,71.57,Cash,3.5
21-02-2024,Dammam Central,Eastern Province,Large,Household,9722.27,92,105.68,Apple Pay,3.8
15-04-2025,Al Malaz,Riyadh,Large,Personal Care,11637.33,102,114.09,Mada,3.3
15-04-2024,Riyadh North,Riyadh,Large,Electronics,15035.17,117,128.51,Apple Pay,4.8
04-06-2025,Dhahran,Eastern Province,XLarge,Clothing,19734.44,168,117.47,,4.3
05-12-2024,Arar Central,Northern Borders,Small,Personal Care,2928.42,50,58.57,Mastercard,2.9
26-04-2024,Hail Central,Hail,Small,Clothing,3400.79,50,68.02,Mada,
17-01-2025,Buraidah Central,Qassim,Medium,Electronics,9681.73,64,151.28,Cash,3.3
19-04-2024,Tabuk Central,Tabuk,Medium,Fresh Produce,6631.23,62,106.96,Apple Pay,4.0
03-01-2026,Al Aziziyah,Makkah,Large,Frozen Foods,12322.51,114,108.09,Visa,4.5
01-03-2026,Hittin,Riyadh,XLarge,Beverages,27677.87,337,82.13,Visa,4.0
20-07-2025,Riyadh South,Riyadh,Large,Snacks & Confectionery,13910.72,168,82.8,Visa,3.8
09-12-2025,Jeddah East,Makkah,Large,Frozen Foods,11098.51,107,103.72,Mada,
28-01-2025,Al Jawf Central,Al Jawf,Small,Personal Care,2076.07,50,41.52,Mada,3.1
17-12-2024,Bisha,Asir,Medium,Beverages,6625.8,66,100.39,Mada,3.6
13-05-2026,Dhahran,Eastern Province,,Snacks & Confectionery,,210,75.84,STC Pay,3.4
24-07-2024,Al Rawdah,Makkah,Large,Toys,7941.24,89,89.23,STC Pay,4.2
30-05-2025,Jeddah East,Makkah,Large,Clothing,15366.71,144,106.71,Apple Pay,
19-08-2025,Najran Central,Najran,Medium,Clothing,6136.72,51,120.33,Mastercard,4.0
07-04-2026,Al Wajh,Tabuk,Medium,Fresh Produce,4316.85,50,86.34,Cash,3.5
23-07-2024,Riyadh South,Riyadh,Large,Frozen Foods,7454.42,101,73.81,Mastercard,3.9
27-07-2024,Al Khobar,Eastern Province,Large,Electronics,21935.25,189,116.06,Cash,3.9
30-01-2026,Madinah Central,Madinah,Small,Meat & Poultry,3544.09,50,70.88,Apple Pay,3.4
25-01-2025,Riyadh South,Riyadh,Large,Baby Products,15131.77,171,88.49,,3.2
14-01-2024,Riyadh South,Riyadh,Large,Bakery,12042.93,184,65.45,Apple Pay,3.5
12-02-2026,Abha Central,Asir,Small,Frozen Foods,2154.09,50,43.08,Mastercard,3.7
28-10-2024,Al Aziziyah,Makkah,Large,Baby Products,10898.67,86,126.73,Tabby,3.8
14-03-2025,Riyadh East,Riyadh,,Dairy,14764.74,159,92.86,Apple Pay,3.6
04-12-2024,Riyadh Central,Riyadh,Large,Baby Products,12760.94,99,128.9,STC Pay,
17-05-2025,Dhahran,Eastern Province,XLarge,Household,30381.13,251,121.04,Mastercard,3.6
13-08-2024,Buraidah Central,Qassim,Medium,Household,6402.14,71,,Mada,3.4
14-08-2024,Hafuf,Eastern Province,Medium,,7291.0,59,123.58,Mada,3.7
01-05-2025,Buraidah Central,Qassim,Medium,Snacks & Confectionery,5764.16,83,69.45,Cash,3.6
10-02-2024,Madinah North,Madinah,Large,Dairy,12762.07,186,68.61,STC Pay,3.4
19-09-2024,Khamis Mushait,Asir,Small,Dairy,2122.18,50,42.44,Apple Pay,3.1
13-05-2025,Hail Central,Hail,Small,Cleaning Supplies,1346.1,50,26.92,Visa,4.1
20-06-2024,Al Olaya,Riyadh,Large,Frozen Foods,11274.43,129,87.4,Visa,3.9
02-12-2025,Al Rawdah,Makkah,Large,Fresh Produce,10448.71,117,89.31,Mastercard,4.3
